OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
1783,514,AL3441508561619850308,STATED0003,1985,3,8,11620.34713,3066429.957,Wildfire
1784,629,AL3441608560020020613,RD01-CR103,2002,6,13,14613.68518,3747710.448,Wildfire
1785,1753,AL3442608557820140410,SOUTH EAST COMPLEX,2014,4,10,21177.79654,10451976.77,Prescribed Fire
1786,500,AL3443408561720100401,WEST HURRICANE,2010,4,1,11796.65199,2979583.109,Prescribed Fire
1787,1394,AL3443708560220061206,RD07-09,2006,12,6,16828.5751,8315356.551,Wildfire
1788,1413,AR3447309359820110729,HIGHPEAK,2011,7,29,17066.63894,8431899.806,Wildfire
1789,717,AR3447309391520030331,UNNAMED,2003,3,31,12909.09364,4277815,Unknown
1790,1667,AR3448309356320030331,UNNAMED,2003,3,31,20195.69538,9952953.48,Unknown
1791,574,AR3448409387920030331,UNNAMED,2003,3,31,9390.189677,3427459.128,Unknown
1792,753,AL3356008702619950801,UNNAMED,1995,8,1,11669.43084,4398480.102,Wildfire
1793,1469,AL3366008562020160228,UNNAMED,2016,2,28,16163.26234,8601726.723,Prescribed Fire
1794,1443,AL3366108562120080309,UNNAMED,2008,3,9,15986.30662,8451828.037,Unknown
1795,1403,AL3366208562420140410,UNNAMED,2014,4,10,13542.11076,8218675.258,Prescribed Fire
1796,1258,AL3382108557320150120,UNNAMED,2015,1,20,17564.94854,7394631.749,Prescribed Fire
1797,2244,AL3382808556320150206,540C,2015,2,6,19321.81405,13191813.94,Prescribed Fire
1798,5844,AL3383008552020160214,UNNAMED,2016,2,14,33404.60545,34354664.57,Prescribed Fire
1799,2405,AL3444708558020060405,UNNAMED,2006,4,5,29560.94623,14349976.45,Wildfire
1800,798,AL3446308559919850306,STATED0005,1985,3,6,18679.05012,4759177.541,Wildfire
1801,659,AL3447008761519990915,CHERRY HILL,1999,9,15,11813.06824,3934445.871,Wildfire
1802,2602,AR3449009427620100226,BEE MOUNTAIN RX,2010,2,26,19556.55031,15536487.31,Prescribed Fire
1803,2864,AR3449209338120140413,UNNAMED,2014,4,13,24366.58085,17108820.4,Prescribed Fire
1804,953,AR3450609429320100329,COUNTY LANDFILL RX,2010,3,29,22334.76643,5694650.805,Prescribed Fire
1805,831,AR3451009350520060303,UNNAMED,2006,3,3,12186.59098,4967200.494,Prescribed Fire
1806,593,AL3366308563820100512,IRON CITY,2010,5,12,12243.50254,3474944.259,Prescribed Fire
1807,2778,AL3368008562520130304,UNNAMED,2013,3,4,20069.59254,16282184.02,Prescribed Fire
1808,2569,AL3368008562520150615,UNNAMED,2015,6,15,26499.95868,15052554.72,Prescribed Fire
1809,660,AL3384508701120161105,CYCLOPS,2016,11,5,12591.93526,3882552.97,Wildfire
1810,1205,AL3388208542819950410,TERRAPIN CREEK,1995,4,10,26297.19563,7094115.966,Wildfire
1811,700,AL3389308555920070227,DUGGER MTN,2007,2,27,10912.51602,4123879.756,Wildfire
1812,646,AL3390408554520110219,FLEET,2011,2,19,10332.32132,3804852.097,Wildfire
1813,1067,AL3390908540120110222,BORDENSPRINGS,2011,2,22,19942.11221,6285831.858,Wildfire
1814,935,AL3396208567820110220,KNIGHTENSCROSSROADS,2011,2,20,13384.38888,5512589.034,Wildfire
1815,809,AL3397208693419990915,UNNAMED,1999,9,15,16323.12632,4770047.992,Wildfire
1816,1397,AL3398508540419850404,UNNAMED,1985,4,4,16470.44658,8241598.045,Wildfire
1817,1357,AL3402108546720010128,UNNAMED,2001,1,28,14657.49381,8016207.083,Wildfire
1818,3095,AL3402408567620070312,PENTECOST,2007,3,12,28248.5499,18277544.79,Wildfire
1819,1318,AL3403408569120110222,MTWEISNER2011,2011,2,22,22755.27802,7781944.723,Wildfire
1820,1198,AL3409508738120050304,UNNAMED,2005,3,4,16667.25966,7087968.864,Wildfire
1821,2669,AL3447208553419871106,STATEC0045,1987,11,6,41397.34078,15925251.34,Wildfire
1822,518,AL3456308766220140314,HIGHWAY 77,2014,3,14,10038.0467,3099750.265,Wildfire
1823,663,AL3483108570220011108,UNNAMED,2001,11,8,10012.11269,3989944.349,Wildfire
1824,798,AL3484008569420040404,JACKSON,2004,4,4,17238.84135,4807718.903,Wildfire
1825,780,AR3451409359920060306,UNNAMED,2006,3,6,10159.71752,4660708.667,Prescribed Fire
1826,1915,AR3451909392720060328,UNNAMED,2006,3,28,23161.51347,11440572.32,Prescribed Fire
1827,1129,AR3452809387020070226,UNNAMED,2007,2,26,14090.56675,6749260.929,Prescribed Fire
1828,8674,AR3455309381220100303,W72 BLOOD SPRINGS,2010,3,3,48966.62232,51870558.17,Prescribed Fire
1829,1672,AR3455509356520070221,UNNAMED,2007,2,21,21915.94423,9997194.579,Prescribed Fire
1830,1672,AL3368208575520080310,CPT STANLEY HILL RX (FY 2008),2008,3,10,18593.33803,9794481.109,Prescribed Fire
1831,1856,AL3368408560020080325,UNNAMED,2008,3,25,20144.23418,10874345.39,Unknown
1832,1669,AL3369008589020140202,PELHAM RANGE,2014,2,2,14618.57283,9781148.382,Wildfire
1833,569,AL3369108558320050404,UNNAMED,2005,4,4,10996.12534,3332009.131,Prescribed Fire
1834,1306,AL3369308590820160925,TANK,2016,9,25,23377.35531,7653266.758,Wildfire
1835,2394,AL3369408692819940316,UNNAMED,1994,3,16,27942.75077,14028715.79,Wildfire
1836,553,AL3369408721319990911,UNNAMED,1999,9,11,8627.67172,3241223.292,Wildfire
1837,1449,AL3417008582520001030,UNNAMED,2000,10,30,17744.73477,8588440.287,Wildfire
1838,542,AL3417408727920100220,NATURAL BRIDGE,2010,2,20,10255.1416,3215345.716,Prescribed Fire
1839,567,AL3420408726320160323,UNNAMED,2016,3,23,10365.10595,3361074.153,Unknown
1840,550,AL3421008733020160317,UNNAMED,2016,3,17,10273.73802,3263327.424,Prescribed Fire
1841,1264,AL3421108731520050125,UNNAMED,2005,1,25,20102.65565,7497776.393,Wildfire
1842,943,AL3421108732420050212,UNNAMED,2005,2,12,17397.34116,5594604.026,Wildfire
1843,631,AL3487408570820040720,UNNAMED,2004,7,20,18936.06887,3801184.548,Unknown
1844,955,AL3488708589120070324,STEVENSON,2007,3,24,12811.33723,5755120.387,Wildfire
1845,2102,AR3102509300520160428,UNNAMED,2016,4,28,22516.49118,11620369.51,Unknown
1846,1061,AR3310209218520070322,BOULDIN HOUSE N 3F,2007,3,22,13191.49916,6136212.425,Prescribed Fire
1847,2121,AR3457809369920070316,UNNAMED,2007,3,16,22315.21324,12694692.01,Prescribed Fire
1848,585,AR3458609375920060909,UNNAMED,2006,9,9,10243.61037,3501723.747,Prescribed Fire
1849,1652,AR3462009322020140202,FROST BITE,2014,2,2,30842.97841,9897670.64,Wildfire
1850,2445,AL3369508557420140302,UNNAMED,2014,3,2,25505.37367,14334729.88,Prescribed Fire
1851,3027,AL3369608561520100221,BANKHEAD I,2010,2,21,20424.71725,17744492.53,Prescribed Fire
1852,1764,AL3371408574720060324,CAFFEY MOUNTAIN EAST,2006,3,24,19485.38772,10343470.01,Prescribed Fire
1853,642,AL3421208733120140125,UNNAMED,2014,1,25,8860.595432,3806293.428,Prescribed Fire
1854,817,AL3421208733120140310,UNNAMED,2014,3,10,14204.48597,4851410.988,Prescribed Fire
1855,573,AL3421308731220150422,UNNAMED,2015,4,22,18432.28903,3396154.721,Prescribed Fire
1856,1140,AL3421308733120140402,UNNAMED,2014,4,2,18751.34886,6752011.824,Prescribed Fire
1857,1131,AL3421508732920140224,UNNAMED,2014,2,24,19162.56891,6710177.644,Prescribed Fire
1858,1076,AL3424308740920150317,UNNAMED,2015,3,17,13972.63344,6387872.848,Prescribed Fire
1859,859,AL3426008747020160210,UNNAMED,2016,2,10,11619.84997,5102174.64,Prescribed Fire
1860,1032,AL3426008747020160307,UNNAMED,2016,3,7,14306.58141,6128201.998,Prescribed Fire
1861,1107,AL3426508730320150512,UNNAMED,2015,5,12,28017.51043,6577967.794,Prescribed Fire
1862,2705,AR3463009326020160317,UNNAMED,2016,3,17,40739.58157,16210399.48,Prescribed Fire
1863,561,AR3463609356220030331,UNNAMED,2003,3,31,10280.33943,3363748.854,Unknown
1864,1981,AR3463709341420130307,UNNAMED,2013,3,7,48460.95584,11871835.67,Prescribed Fire
1865,1021,AR3464009352020160320,UNNAMED,2016,3,20,12550.14145,6120701.168,Prescribed Fire
1866,4238,AR3464009390020160326,UNNAMED,2016,3,26,44882.00783,25402591.06,Prescribed Fire
1867,1321,AL3372408562220130202,UNNAMED,2013,2,2,14485.34747,7745553.268,Prescribed Fire
1868,3857,AL3372508558120140126,HOUCK CREEK,2014,1,26,28339.39252,22630059.61,Prescribed Fire
1869,1216,AL3374508595820060316,UNNAMED,2006,3,16,13275.81397,7134545.958,Prescribed Fire
1870,1887,AL3375008559020160408,UNNAMED,2016,4,8,22153.41105,11075961.85,Prescribed Fire
1871,3262,AZ3337010926020070702,SQUAW,2007,7,2,17502.1189,18979420.76,Wildfire
1872,1232,AZ3337911025320160628,SUMMIT,2016,6,28,26188.82451,7169005.977,Wildfire
1873,1749,AZ3338311046320110706,TRIPLETS,2011,7,6,18103.38617,10178007.67,Wildfire
1874,4855,AZ3380811155220060721,GRAN,2006,7,21,39090.74667,28530539.85,Wildfire
1875,2301,AZ3380811188419920718,BLACK MT,1992,7,18,25440.01477,13524825.67,Wildfire
1876,1821,AZ3382210945819920626,UNNAMED,1992,6,26,42172.75842,10708257.28,Unknown
1877,5131,AZ3401111007620150828,PLAYGROUND,2015,8,28,26389.07209,30313134.17,Wildfire
1878,2337,AZ3404010964119991021,SOLDIER BU,1999,10,21,30522.54392,13807218.07,Prescribed Fire
1879,1173,AZ3404210999119981011,COYOTEWEST,1998,10,11,16213.62131,6930558.012,Prescribed Fire
1880,7168,AZ3404811034520000722,RIDGE,2000,7,22,51961.75192,42359776.29,Wildfire
1881,1225,AZ3438511129920020901,UNNAMED,2002,9,1,27613.9509,7297857.452,Unknown
1882,1378,AZ3438911196219990620,REIMER,1999,6,20,23927.46481,8209579.267,Wildfire
1883,1204,AZ3439111190919880715,UNNAMED,1988,7,15,20905.28297,7171738.098,Unknown
1884,1716,AZ3439311189119950719,UNNAMED,1995,7,19,31905.07281,10223058.35,Unknown
1885,3924,AZ3440311133420060205,FEBRUARY,2006,2,5,29541.4707,23382387.04,Wildfire
1886,38814,AZ3440411269319980711,UNNAMED,1998,7,11,190053.4745,231304012.8,Unknown
1887,5194,AZ3355910935720070630,CHITTY,2007,6,30,33918.42508,30351277.69,Wildfire
1888,1315,AZ3356110932120000908,ARROW,2000,9,8,20447.4816,7681794.176,Wildfire
1889,1901,AZ3405510999919950925,RX,1995,9,25,19091.80713,11233058.59,Prescribed Fire
1890,44163,AZ3405511018420160615,CEDAR,2016,6,15,95612.22063,260824617.8,Wildfire
1891,2049,AZ3405710965319980804,SOLDIER BU,1998,8,4,25921.62814,12111512.15,Prescribed Fire
1892,2000,AZ3406011035120140617,DEHOSE,2014,6,17,15863.24027,11827818.98,Wildfire
1893,3119,AZ3406711131219940806,BEE,1994,8,6,28982.14381,18438154.27,Wildfire
1894,2123,AZ3407011187219870814,UNNAMED,1987,8,14,22539.30081,12549930.32,Unknown
1895,1965,AZ3418210986020160721,ELK,2016,7,21,14391.49182,11647671.8,Wildfire
1896,8562,AZ3418511231120080628,LANE 2,2008,6,28,48704.53682,50757309.73,Wildfire
1897,3742,AZ3418811026020011011,HOP-COT,2001,10,11,22348.5774,22184406.47,Prescribed Fire
1898,1263,AZ3418811209120060721,RXBURN06,2006,7,21,17778.48879,7488066.644,Prescribed Fire
1899,2128,AZ3418911085320110801,BLUFF,2011,8,1,30692.22981,12620021.49,Wildfire
1900,4613,AZ3419211221720150816,RATTLESNAKE,2015,8,16,41088.38365,27345212.42,Wildfire
1901,2726,AZ3440711200419950703,UNNAMED,1995,7,3,24650.26185,16245514.59,Unknown
1902,1630,AZ3441111141320090531,POINT,2009,5,31,18413.26676,9713354.757,Wildfire
1903,1785,AZ3441311228919880528,UNNAMED,1988,5,28,31902.24712,10640270.93,Unknown
1904,6320,AZ3441811192920050716,BUTTE,2005,7,16,61539.82477,37676542.36,Wildfire
1905,1932,AZ3356110974320160718,OAK,2016,7,18,38771.0714,11290024.54,Wildfire
1906,2479,AZ3356911052620050520,BRUSHY BAS,2005,5,20,24584.83109,14488788.26,Prescribed Fire
1907,1411,AZ3407111196320160719,BENCHMARK,2016,7,19,19360.54915,8343517.885,Wildfire
1908,1327,AZ3407911038719961108,RX,1996,11,8,34471.44779,7848619.119,Prescribed Fire
1909,16305,AZ3407911337119990527,HARCUVAR,1999,5,27,92204.37518,96423780.29,Wildfire
1910,4906,AZ3419611222119940628,CASTLE,1994,6,28,46948.44971,29094639.16,Wildfire
1911,1274,AZ3419811195419870718,HUTCH,1987,7,18,17243.72752,7556843.269,Wildfire
1912,3792,AZ3420111202519940630,UNNAMED,1994,6,30,32353.34004,22490628.62,Unknown
1913,1124,AZ3420411061920011012,CHUCKBOX,2001,10,12,15374.80339,6667948.74,Prescribed Fire
1914,4160,AZ3420811049919960424,WHITESPRG,1996,4,24,38966.08188,24675717.53,Wildfire
1915,3157,AZ3442411137120040329,WEBBER,2004,3,29,27476.82304,18822656.59,Wildfire
1916,2355,AZ3442811083120160904,SAM JIM,2016,9,4,20320.17099,14040442.6,Wildfire
1917,4913,AZ3442911281119980727,UNNAMED,1998,7,27,34363.41149,29296714.98,Unknown
1918,16328,AZ3357010928920040517,KP,2004,5,17,69214.30972,95428931.6,Wildfire
1919,2303,AZ3357111324520050706,EAGLE EYE,2005,7,6,17176.26423,13460451.91,Wildfire
1920,33593,AZ3357411024620150616,WHITETAIL,2015,6,16,124856.7583,196286756.5,Wildfire
1921,2036,AZ3358010910320030727,UNNAMED,2003,7,27,19024.79543,11903647.98,Unknown
1922,2933,AZ3358210907519940423,S CANYON,1994,4,23,20938.39063,17147079.16,Wildfire
1923,1586,AZ3359010952019940515,UNNAMED,1994,5,15,15663.61922,9276017.196,Unknown
1924,1538,AZ3408410980920121029,HON-DAH RX BURN,2012,10,29,16495.72057,9093721.946,Prescribed Fire
1925,4788,AZ3409111206020120711,SQUAW CREEK,2012,7,11,26892.22954,28321126.03,Wildfire
1926,6701,AZ3420811203820010628,TANK CANYO,2001,6,28,36737.88147,39750366.14,Prescribed Fire
1927,1450,AZ3420911211020010626,AGUA FRIA,2001,6,26,22190.6972,8603951.922,Prescribed Fire
1928,4363,AZ3421111274520160608,TENDERFOOT,2016,6,8,35523.61659,25896070.69,Wildfire
1929,4181,AZ3421411064819981021,CHUCK BOX,1998,10,21,28500.53867,24805715.03,Prescribed Fire
1930,2598,AZ3443311124220090720,RIM,2009,7,20,22615.64595,15493905.97,Wildfire
1931,1539,AZ3443411070120011024,UNNAMED,2001,10,24,23089.34054,9177378.763,Unknown
1932,3160,AZ3443611128620020901,UNNAMED,2002,9,1,24182.46189,18844551.89,Unknown
1933,3524,AZ3444711083619870704,SLIM,1987,7,4,27857.31307,21022052.95,Wildfire
1934,6045,AZ3359411255219930814,UNNAMED,1993,8,14,44193.60174,35352063.11,Unknown
1935,563664,AZ3360210944920110529,WALLOW,2011,5,29,444168.4849,3311713831,Wildfire
1936,5130,AZ3361310928420030712,STEEPLE,2003,7,12,44974.76513,30009387.8,Wildfire
1937,6273,AZ3361310975420000429,UNNAMED,2000,4,29,45218.67736,36699636.17,Unknown
1938,1711,AZ3409211237020050623,HUMBUG,2005,6,23,24579.77808,10119132.39,Wildfire
1939,1384,AZ3409711234020060629,ROCK HILL,2006,6,29,17074.38057,8190888.564,Wildfire
1940,16096,AZ3421511233820120513,GLADIATOR,2012,5,13,80565.04816,95595990.47,Wildfire
1941,2476,AZ3422210948620160616,QUEMADO,2016,6,16,29297.56482,14699998.17,Wildfire
1942,1363,AZ3422311200220040627,PERRY,2004,6,27,18297.14766,8087607.686,Wildfire
1943,1041,AZ3422311264519890708,WAGONER,1989,7,8,19462.8487,6177413.869,Wildfire
1944,1029,AZ3339310977219980421,CLOVER,1998,4,21,32186.86668,5991436.85,Wildfire
1945,11424,AZ3339511031619950712,UNNAMED,1995,7,12,57657.36689,66502418.03,Unknown
1946,2450,AZ3339711144919950610,GERONIMO,1995,6,10,19609.24749,14264308.08,Wildfire
1947,11707,AZ3361711151319950701,RIVER,1995,7,1,50471.90465,68496795,Wildfire
1948,2954,AZ3361811034820081020,HILLTOP RX BURN ALPH,2008,10,20,19534.43582,17281468.44,Prescribed Fire
1949,5772,AZ3362211031720091019,HILLTOP A & B RX,2009,10,19,42366.09237,33774401.84,Prescribed Fire
1950,2673,AZ3362610972819980511,UPPERBLACK,1998,5,11,53199.29391,15643372.75,Prescribed Fire
1951,3491,AZ3409810995320161004,SEVEN MILE NON-WUI PRESCRIBED BURN,2016,10,4,27130.95055,20640818.08,Prescribed Fire
1952,2298,AZ3409911176919880616,CEDAR,1988,6,16,26933.35489,13594635.03,Wildfire
1953,2094,AZ3410611003320011022,CORDUROY,2001,10,22,24030.94361,12389670.58,Prescribed Fire
1954,118494,AZ3410911149820040624,WILLOW,2004,6,24,263982.2306,701241928,Wildfire
1955,9899,AZ3422411066119991022,CHUCKBOX,1999,10,22,44818.35156,58740993,Prescribed Fire
1956,10458,AZ3422411078819950925,UNNAMED,1995,9,25,90501.72948,62050258.98,Unknown
1957,5769,AZ3422510948120110223,BIGHOLLOW,2011,2,23,37803.802,34269246.16,Wildfire
1958,2120,AZ3339811005919970715,GREEN,1997,7,15,17970.75753,12342887.09,Wildland Fire Use
1959,16120,AZ3339910989520130616,CREEK,2013,6,16,88738.89731,93836792.77,Wildfire
1960,2977,AZ3340011115020110828,650,2011,8,28,33532.28931,17327061.64,Wildfire
1961,17396,AZ3340211009819980518,XK,1998,5,18,54628.75117,101277886.1,Prescribed Fire
1962,73775,AZ3341710997520140419,SKUNK,2014,4,19,141117.0277,430052103.4,Wildfire
1963,3381,AZ3342010937820040517,ROSE,2004,5,17,24570.78723,19694766.79,Wildfire
1964,2783,AZ3342710995419890706,SUMMIT,1989,7,6,28273.12857,16213656.93,Wildfire
1965,2661,AZ3362710957019991004,LOAFER RX,1999,10,4,35905.45171,15570038.58,Prescribed Fire
1966,6416,AZ3362810924420100607,PARADISE,2010,6,7,41118.44484,37548075.56,Prescribed Fire
1967,6976,AZ3363010947320090907,RENO,2009,9,7,41655.64908,40827904.94,Wildfire
1968,2958,AZ3363210923319870903,UNNAMED,1987,9,3,23780.5217,17309977.57,Wildfire
1969,1960,AZ3363710961320160521,PADDY CREEK,2016,5,21,19167.84054,11476743.44,Wildfire
1970,2067,AZ3411310933620070225,JUMP,2007,2,25,25370.66653,12232084.27,Wildfire
1971,7351,AZ3413810967520140626,SAN JUAN,2014,6,26,39471.4817,43559821.2,Wildfire
1972,3976,AZ3414410933119900429,CONTAINER,1990,4,29,31494.98576,23550998.59,Wildfire
1973,7947,AZ3422811279120130628,YARNELL HILL,2013,6,28,37613.65684,47177882.7,Wildfire
1974,2866,AZ3423011026020160324,RX MCCLEAVE UNIT FY16,2016,3,24,17542.91926,17007407.15,Prescribed Fire
1975,2220,AZ3423111078220120510,BULL FLAT FIRE,2012,5,10,18376.9613,13177697.22,Wildfire
1976,13696,AZ3343510971420130513,PINE SALT,2013,5,13,74360.41245,79623578.51,Prescribed Fire
1977,1468,AZ3344711135419870614,BLACK,1987,6,14,14361.28587,8552794.166,Wildfire
1978,1165,AZ3345111107320050717,MILES WFU,2005,7,17,13225.3985,6791880.605,Wildland Fire Use
1979,4039,AZ3345311026219980618,UNNAMED,1998,6,18,29308.48153,23542108.47,Unknown
1980,3815,AZ3345411025820070527,BLUE RIVER,2007,5,27,22157.91085,22237065.95,Wildfire
1981,5873,AZ3364011327520050623,BIGHORN,2005,6,23,55029.8192,34377506.07,Wildfire
1982,2056,AZ3365110958319980526,UNNAMED,1998,5,26,46793.40291,12033029.3,Unknown
1983,3397,AZ3365310954719950320,RX,1995,3,20,25485.54637,19892170.47,Prescribed Fire
1984,19686,AZ3365310963319960402,UNNAMED,1996,4,2,111827.557,115276590.4,Unknown
1985,2594,AZ3414411212419980710,MESA,1998,7,10,31459.46816,15365184.48,Prescribed Fire
1986,10168,AZ3414910941720101120,TURKEY,2010,11,20,72603.86623,60229397.12,Wildfire
1987,10652,AZ3415011088320120614,POCO,2012,6,14,64511.12225,63153923.46,Wildfire
1988,1373,AZ3415511178719940628,TANGLE,1994,6,28,32044.19223,8134646.885,Wildfire
1989,7704,AZ3415810934820020504,LITTLE,2002,5,4,35301.93726,45642887.03,Wildfire
1990,1893,AZ3416011238419941021,CROWN KING BURN,1994,10,21,19013.39748,11213708.45,Wildfire
1991,1157,AZ3416510954120160416,HIDAWAY,2016,4,16,12622.99534,6856694.107,Prescribed Fire
1992,5954,AZ3423111202620100710,BLOODY,2010,7,10,59062.2483,35330360.1,Prescribed Fire
1993,461774,AZ3423311046320020618,RODEO,2002,6,18,467887.566,2740758237,Wildfire
1994,3469,AZ3423911030720160915,FILL,2016,9,15,22885.0364,20599847.29,Wildfire
1995,4460,AZ3423911199519980713,BISHOP CRE,1998,7,13,39308.66779,26472287.53,Prescribed Fire
1996,1627,AZ3424211065220160719,CHUCK BOX,2016,7,19,23651.82836,9656855.331,Wildfire
1997,3745,AZ3345511025820100702,ROCKY,2010,7,2,26058.06336,21831674.49,Wildfire
1998,1072,AZ3345810987920150819,CREEK,2015,8,19,17425.45497,6248914.624,Wildfire
1999,3869,AZ3346310928719950627,RED,1995,6,27,27587.01,22555227.97,Wildfire
2000,10667,AZ3365410922320030606,THOMAS,2003,6,6,46051.57078,62466509.13,Wildfire
2001,3125,AZ3367210971820160509,LION,2016,5,9,20548.52456,18304040.81,Wildfire
2002,3424,AZ3367611138020050622,THREE FIRE COMPLEX (FOUR),2005,6,22,24777.54892,20060926.66,Wildfire
2003,6675,AZ3416511202319950730,SQUAW,1995,7,30,49492.96369,39551951.8,Wildfire
2004,6303,AZ3417211212120050620,SUNSET POINT,2005,6,20,45297.4857,37357608.31,Wildfire
2005,2937,AZ3424211065319961101,RX,1996,11,1,28776.67356,17432901.45,Prescribed Fire
2006,1353,AZ3424211204019980712,BABY CANYO,1998,7,12,22108.82075,8032931.447,Prescribed Fire
2007,246143,AZ3424311187720050621,CAVE CREEK COMPLEX,2005,6,21,369241.2273,1455357764,Wildfire
2008,4283,AZ3424810944720090512,55,2009,5,12,25548.04035,25429693.9,Wildfire
2009,3015,AZ3346310941019860504,HOT AIR/ROBISON,1986,5,4,34126.94366,17577124.71,Wildfire
2010,3245,AZ3346611040119980618,UNNAMED,1998,6,18,23534.93974,18922596.54,Unknown
2011,9108,AZ3346810936720080622,HOT AIR,2008,6,22,62734.35779,53104008.27,Wildfire
2012,1102,AZ3347910989720140523,SPRING,2014,5,23,12421.12053,6424668.444,Wildfire
2013,1555,AZ3367810958319970627,UNNAMED,1997,6,27,15924.07132,9112287.935,Unknown
2014,3381,AZ3368111448920050407,BOSQUE,2005,4,7,46521.73956,19810593.74,Wildfire
2015,1420,AZ3368810924320060615,BEAVERHEAD,2006,6,15,17389.16223,8323467.839,Wildfire
2016,60574,AZ3368911131719960427,LONE,1996,4,27,143275.7863,354990193.6,Wildfire
2017,2453,AZ3369410966019970624,UNNAMED,1997,6,24,17601.58188,14375835.26,Unknown
2018,10361,AZ3417311259220050717,J. CANYON,2005,7,17,51358.23299,61407944.58,Wildfire
2019,4940,AZ3417411223020060629,TIGER,2006,6,29,31535.32811,29281709.92,Wildfire
2020,1399,AZ3417810984320150624,TURKEY,2015,6,24,14570.99653,8291005.305,Wildfire
2021,2927,AZ3425211208520050519,BROADCAST05,2005,5,19,20895.01726,17378300.66,Prescribed Fire
2022,2847,AZ3425711065019950925,RX,1995,9,25,22396.1545,16907757.01,Prescribed Fire
2023,5037,AZ3426111039419991101,DEER SPRIN,1999,11,1,25752.29805,29916833.86,Prescribed Fire
2024,3797,AZ3426311061419961109,RX,1996,11,9,24424.4941,22551914.97,Prescribed Fire
2025,1880,AZ3348011018320040628,UPSHAW,2004,6,28,23727.87939,10966569.77,Wildfire
2026,1035,AZ3348711148320050707,UNNAMED,2005,7,7,10833.725,6035854.004,Wildfire
2027,1760,AZ3349410935220050411,UNNAMED,2005,4,11,17803.50791,10269968.71,Wildfire
2028,2388,AZ3349411031920050717,BEAR,2005,7,17,24083.13536,13931487.08,Wildfire
2029,3944,AZ3349911024320050821,ROCKY TANK,2005,8,21,22467.2828,23013006.65,Wildfire
2030,22666,AZ3369611177119950707,RIO,1995,7,7,90615.87274,132852215.4,Wildfire
2031,5006,AZ3369710969420010927,ODART,2001,9,27,40684.43783,29344891.93,Prescribed Fire
2032,4045,AZ3370710951320061101,MAVERICK IV 07,2006,11,1,24925.45364,23715554.63,Prescribed Fire
2033,3042,AZ3383211133719930801,EDWARDS,1993,8,1,31416.56235,17887612.72,Wildfire
2034,5384,AZ3383511101020110820,TANNER,2011,8,20,34760.28643,31652121.18,Wildfire
2035,3052,AZ3384311153020120812,CHARLEY,2012,8,12,35179.96625,17945726.55,Wildfire
2036,1683,AZ3385110976119970624,UNNAMED,1997,6,24,15717.82199,9897390.173,Unknown
2037,5426,AZ3426911052219951015,RX,1995,10,15,47230.96796,32233869.05,Prescribed Fire
2038,1358,AZ3427211029519960623,COTTONWOOD,1996,6,23,18950.77865,8066716.267,Wildfire
2039,6121,AZ3427211199419980714,LONG GULCH,1998,7,14,49174.42497,36360869.95,Prescribed Fire
2040,1274,AZ3427411201820090609,SILVER RX,2009,6,9,16991.35571,7570218.089,Prescribed Fire
2041,3422,AZ3350010980820140523,BLACK RIVER TANK,2014,5,23,32596.20707,19964862.26,Wildfire
2042,5514,AZ3350411131319870830,TILLA 2,1987,8,30,46082.3367,32179693.9,Wildfire
2043,5296,AZ3350710993220150617,SAWMILL,2015,6,17,43330.12994,30899493.02,Wildfire
2044,6986,AZ3350810993520160721,RIM,2016,7,21,47629.45034,40714003.48,Wildfire
2045,2969,AZ3372210909219870615,UNNAMED,1987,6,15,22046.71389,17411017.86,Wildfire
2046,15849,AZ3372311127120050621,THREE FIRE COMPLEX (THREE),2005,6,21,94970.77366,92956419.59,Wildfire
2047,1251,AZ3374111112919950829,UNNAMED,1995,8,29,26290.66497,7343667.213,Unknown
2048,1296,AZ3375310981319870629,UNNAMED,1987,6,29,24521.25396,7603814.591,Unknown
2049,1859,AZ3375511170719950703,DYNAMITE,1995,7,3,22342.73966,10910474.9,Wildfire
2050,4982,AZ3375610976320011011,TURKEYCRK.,2001,10,11,49138.9351,29242394.66,Prescribed Fire
2051,4849,AZ3385111330319930714,HAQUAHALA,1993,7,14,33945.02507,28523596.07,Wildfire
2052,1008,AZ3385911148220040516,DIAMOND,2004,5,16,12793.77589,5932715.181,Wildfire
2053,2651,AZ3385911181219880613,UNNAMED,1988,6,13,19855.41274,15595674.26,Unknown
2054,2922,AZ3386710992619900630,UNNAMED,1990,6,30,22908.60162,17194296.93,Wildfire
2055,3746,AZ3428011229819940628,PECK,1994,6,28,37528.78617,22265834.04,Wildfire
2056,8526,AZ3428211272619980711,UNNAMED,1998,7,11,86082.46368,50662501.19,Unknown
2057,1184,AZ3429511212420160628,BUG CREEK,2016,6,28,15490.23419,7038964.164,Wildfire
2058,12059,AZ3351410936120080422,EAGLE,2008,4,22,47374.97801,70389984.66,Wildfire
2059,1576,AZ3351411132920110818,TORTILLA,2011,8,18,19977.03016,9193487.116,Wildfire
2060,2614,AZ3376511075619950805,MEDICINE,1995,8,5,19484.1383,15345931.33,Wildfire
2061,1589,AZ3376511106319930620,UNNAMED,1993,6,20,23585.76946,9329204.412,Unknown
